,GHI,T,Wind,Load
2010-02-22 01:30:00,0,-1.2,6.0,412.7636424
2010-02-22 02:30:00,0,-1.4,6.0,414.4310743
2010-02-22 03:30:00,0,-1.5,7.0,418.32174889999993
2010-02-22 04:30:00,0,-1.9,8.0,441.91384410000006
2010-02-22 05:30:00,0,-1.9,7.0,479.23584050000005
2010-02-22 06:30:00,17,-1.8,8.0,515.1062983
2010-02-22 07:30:00,149,-1.1,8.0,524.5275186000001
2010-02-22 08:30:00,280,-0.9,6.0,526.691046
2010-02-22 09:30:00,378,0.1,6.0,539.5527801
2010-02-22 10:30:00,434,0.9,7.0,550.3933846
2010-02-22 11:30:00,443,1.6,6.0,550.9905366
2010-02-22 12:30:00,406,2.7,6.0,543.2229679
2010-02-22 13:30:00,323,2.8,4.0,534.41268
2010-02-22 14:30:00,203,3.0,4.0,528.6019322
2010-02-22 15:30:00,65,2.7,3.0,520.7562743999998
2010-02-22 16:30:00,0,1.7,4.0,520.1177812
2010-02-22 17:30:00,0,0.8,5.0,536.6221422
2010-02-22 18:30:00,0,0.3,5.0,529.8513578
2010-02-22 19:30:00,0,-0.2,5.0,501.8633056
2010-02-22 20:30:00,0,-0.4,4.0,484.81691439999986
2010-02-22 21:30:00,0,-0.6,6.0,479.8835207
2010-02-22 22:30:00,0,-0.9,5.0,466.7186171
2010-02-22 23:30:00,0,-1.8,3.0,451.2983166
2010-02-23 00:30:00,0,-2.4,4.0,437.0309786
2010-02-23 01:30:00,0,-2.8,2.0,426.5762261
2010-02-23 02:30:00,0,-3.1,3.0,421.7576693
2010-02-23 03:30:00,0,-3.6,3.0,418.4595532
2010-02-23 04:30:00,0,-3.2,3.0,417.0769168
2010-02-23 05:30:00,0,-4.1,2.0,418.2390663
2010-02-23 06:30:00,21,-4.0,2.0,428.5146732
2010-02-23 07:30:00,155,-2.7,2.0,451.64742080000013
2010-02-23 08:30:00,285,-1.7,3.0,477.1366217
2010-02-23 09:30:00,384,0.3,3.0,492.99330260000005
2010-02-23 10:30:00,440,1.6,3.0,495.8734123
2010-02-23 11:30:00,449,2.4,3.0,493.0805786
2010-02-23 12:30:00,411,3.2,3.0,532.3088677000002
2010-02-23 13:30:00,328,3.9,3.0,557.655671
2010-02-23 14:30:00,209,4.2,2.0,555.1476328
2010-02-23 15:30:00,69,4.0,3.0,560.5128133
2010-02-23 16:30:00,0,2.8,2.0,562.1067497
2010-02-23 17:30:00,0,1.3,2.0,561.8816693
2010-02-23 18:30:00,0,1.1,3.0,554.3254005
2010-02-23 19:30:00,0,0.7,1.0,538.5422153
2010-02-23 20:30:00,0,1.2,2.0,506.8839754
2010-02-23 21:30:00,0,1.4,2.0,502.9152117
2010-02-23 22:30:00,0,0.7,1.0,486.52568770000005
2010-02-23 23:30:00,0,0.5,2.0,389.8284143
2010-02-24 00:30:00,0,0.2,2.0,380.9308504
2010-02-24 01:30:00,0,0.2,2.0,381.1375568
2010-02-24 02:30:00,0,-0.1,2.0,378.2896014
2010-02-24 03:30:00,0,-0.3,1.0,380.0810572
2010-02-24 04:30:00,0,0.0,2.0,372.308895
2010-02-24 05:30:00,0,0.5,2.0,368.606553
2010-02-24 06:30:00,24,0.6,2.0,365.6024194
2010-02-24 07:30:00,161,1.8,2.0,381.6290588
2010-02-24 08:30:00,291,2.1,2.0,401.6658032
2010-02-24 09:30:00,389,3.7,1.0,416.5165126
2010-02-24 10:30:00,445,4.3,3.0,430.0672683
2010-02-24 11:30:00,455,4.9,3.0,428.4228037
2010-02-24 12:30:00,416,6.1,3.0,415.0328197
2010-02-24 13:30:00,333,6.4,2.0,406.5302948
2010-02-24 14:30:00,213,6.3,3.0,404.7526194
2010-02-24 15:30:00,73,5.9,3.0,406.3741166
2010-02-24 16:30:00,0,4.3,2.0,422.60286900000006
2010-02-24 17:30:00,0,3.6,1.0,456.0158169
2010-02-24 18:30:00,0,2.6,3.0,453.751233
2010-02-24 19:30:00,0,1.6,3.0,439.8375927
2010-02-24 20:30:00,0,0.8,6.0,435.1384663
2010-02-24 21:30:00,0,0.6,5.0,433.7236755
2010-02-24 22:30:00,0,0.6,6.0,409.59873710000005
2010-02-24 23:30:00,0,0.2,6.0,361.4269492
2010-02-25 00:30:00,0,0.2,5.0,351.8403638000001
2010-02-25 01:30:00,0,-0.1,5.0,350.9721968
2010-02-25 02:30:00,0,-0.1,6.0,360.1499628
2010-02-25 03:30:00,0,-0.4,5.0,375.8734328000001
2010-02-25 04:30:00,0,-1.2,4.0,397.3111875
2010-02-25 05:30:00,0,-1.1,4.0,457.5408511
2010-02-25 06:30:00,28,-0.8,5.0,503.1035443
2010-02-25 07:30:00,166,-0.2,5.0,506.475156
2010-02-25 08:30:00,297,0.8,3.0,504.0314265
2010-02-25 09:30:00,396,2.0,3.0,534.9409298
2010-02-25 10:30:00,452,2.8,4.0,548.5468071
2010-02-25 11:30:00,461,4.8,3.0,549.741111
2010-02-25 12:30:00,422,4.9,4.0,550.3428564
2010-02-25 13:30:00,339,5.5,4.0,546.7691317000001
2010-02-25 14:30:00,218,5.6,4.0,538.4503457999998
2010-02-25 15:30:00,78,5.3,4.0,527.3065719
2010-02-25 16:30:00,0,4.5,4.0,529.2817666999998
2010-02-25 17:30:00,0,4.4,5.0,544.7158477
2010-02-25 18:30:00,0,2.4,3.0,537.0079942000001
2010-02-25 19:30:00,0,2.5,4.0,509.07047019999993
2010-02-25 20:30:00,0,2.5,6.0,492.1343225
2010-02-25 21:30:00,0,2.3,6.0,471.9276194
2010-02-25 22:30:00,0,3.1,6.0,439.2174734
2010-02-25 23:30:00,0,1.7,4.0,417.4627688
2010-02-26 00:30:00,0,1.3,4.0,409.0613003
2010-02-26 01:30:00,0,0.5,4.0,401.1605208
2010-02-26 02:30:00,0,-0.1,2.0,405.1752192
2010-02-26 03:30:00,0,-0.3,2.0,411.2432017
2010-02-26 04:30:00,0,-1.0,2.0,429.4012142
2010-02-26 05:30:00,0,-1.3,2.0,478.0415366
2010-02-26 06:30:00,32,-0.3,3.0,507.5040948
2010-02-26 07:30:00,172,1.1,2.0,524.936338
2010-02-26 08:30:00,303,2.1,3.0,524.7020706999998
2010-02-26 09:30:00,398,4.1,3.0,533.7604063
2010-02-26 10:30:00,243,4.9,2.0,539.7181453
2010-02-26 11:30:00,248,5.1,3.0,540.1912734
2010-02-26 12:30:00,227,6.6,3.0,537.5867722
2010-02-26 13:30:00,183,4.5,2.0,534.8628407
2010-02-26 14:30:00,119,3.9,1.0,526.6175504
2010-02-26 15:30:00,43,4.4,2.0,514.4723986
2010-02-26 16:30:00,0,4.9,2.0,516.3740978
2010-02-26 17:30:00,0,4.8,1.0,535.2349123
2010-02-26 18:30:00,0,4.9,2.0,534.7112559
2010-02-26 19:30:00,0,4.6,2.0,508.5330335
2010-02-26 20:30:00,0,4.8,2.0,490.9859533
2010-02-26 21:30:00,0,5.4,1.0,472.4742431
2010-02-26 22:30:00,0,4.9,1.0,439.00158
2010-02-26 23:30:00,0,5.1,1.0,414.2243679
2010-02-27 00:30:00,0,4.8,1.0,404.150874
2010-02-27 01:30:00,0,5.2,1.0,397.508707
2010-02-27 02:30:00,0,5.9,1.0,398.0507372
2010-02-27 03:30:00,0,5.8,1.0,407.7843139
2010-02-27 04:30:00,0,5.2,0.0,427.1733781
2010-02-27 05:30:00,0,5.0,1.0,478.7075907
2010-02-27 06:30:00,19,4.9,0.0,514.5550811
2010-02-27 07:30:00,94,5.3,1.0,530.1820881
2010-02-27 08:30:00,164,7.3,1.0,534.3391843
2010-02-27 09:30:00,216,10.8,1.0,539.4241628
2010-02-27 10:30:00,245,11.0,2.0,549.4746892999998
2010-02-27 11:30:00,337,10.8,4.0,549.8100131
2010-02-27 12:30:00,230,10.7,3.0,548.0782724999998
2010-02-27 13:30:00,250,10.9,1.0,540.1131843
2010-02-27 14:30:00,163,11.3,1.0,535.9790554
2010-02-27 15:30:00,61,11.1,1.0,522.5155758999998
2010-02-27 16:30:00,0,10.1,1.0,522.0975695000002
2010-02-27 17:30:00,0,9.5,2.0,540.1866799
2010-02-27 18:30:00,0,9.2,1.1,536.8196616
2010-02-27 19:30:00,0,8.7,0.8,509.1807137
2010-02-27 20:30:00,0,8.1,0.4,492.0148921
2010-02-27 21:30:00,0,6.9,0.3,473.3745645
2010-02-27 22:30:00,0,5.6,0.6,443.6363978
2010-02-27 23:30:00,0,4.1,1.1,416.8013082
2010-02-28 00:30:00,0,3.0,1.5,404.5734738
2010-02-28 01:30:00,0,2.1,1.8,397.9450872
2010-02-28 02:30:00,0,1.8,1.9,399.5252432
2010-02-28 03:30:00,0,1.8,1.6,404.5642869
2010-02-28 04:30:00,0,1.5,2.0,421.0548674
2010-02-28 05:30:00,0,1.5,2.0,474.6010227
2010-02-28 06:30:00,11,1.2,3.0,512.4099276000002
2010-02-28 07:30:00,51,1.4,3.0,527.8348216
2010-02-28 08:30:00,88,1.8,3.0,528.7075821999998
2010-02-28 09:30:00,295,2.7,4.0,534.6515406999998
2010-02-28 10:30:00,395,3.8,5.0,532.0975678
2010-02-28 11:30:00,441,5.2,4.0,527.173361
2010-02-28 12:30:00,404,6.2,5.0,526.6542982
2010-02-28 13:30:00,344,5.7,5.0,526.6680786000002
2010-02-28 14:30:00,227,5.4,6.0,520.5679418999998
2010-02-28 15:30:00,90,5.1,5.0,509.1026246
2010-02-28 16:30:00,0,4.0,5.0,512.3134646000002
2010-02-28 17:30:00,0,3.5,5.0,531.8081788
2010-02-28 18:30:00,0,2.8,4.0,531.0043204
2010-02-28 19:30:00,0,2.6,3.0,502.5890749
2010-02-28 20:30:00,0,2.2,4.0,485.7310162
2010-02-28 21:30:00,0,2.4,3.2,464.8077309
2010-02-28 22:30:00,0,2.3,4.5,434.2335514
2010-02-28 23:30:00,0,2.2,4.7,407.1044793
2010-03-01 00:30:00,0,2.3,5.0,398.1334198
2010-03-01 01:30:00,0,2.3,5.2,396.1536314
2010-03-01 02:30:00,0,2.4,5.5,400.7333275
2010-03-01 03:30:00,0,2.5,5.7,403.746648
2010-03-01 04:30:00,0,2.6,7.0,416.5716344
2010-03-01 05:30:00,0,2.4,6.0,470.37043089999986
2010-03-01 06:30:00,13,2.3,7.0,508.4916922000001
2010-03-01 07:30:00,53,2.5,8.0,521.8678957
2010-03-01 08:30:00,90,2.8,9.0,526.4246244
2010-03-01 09:30:00,117,3.1,10.0,532.1113483
2010-03-01 10:30:00,133,3.6,10.0,536.851816
2010-03-01 11:30:00,135,3.7,10.0,537.4719352999998
2010-03-01 12:30:00,124,4.0,8.0,533.4939847
2010-03-01 13:30:00,101,4.5,9.0,523.5169538
2010-03-01 14:30:00,67,4.7,9.0,516.0847088
2010-03-01 15:30:00,27,5.0,8.0,504.8720327
2010-03-01 16:30:00,0,5.4,7.0,503.0024878
2010-03-01 17:30:00,0,5.9,5.0,518.004782
2010-03-01 18:30:00,0,6.5,5.0,515.1797938999998
2010-03-01 19:30:00,0,6.8,6.0,484.80772750000006
2010-03-01 20:30:00,0,7.0,5.0,470.6001047
2010-03-01 21:30:00,0,7.0,4.2,454.8352934
2010-03-01 22:30:00,0,6.9,4.5,426.10309810000007
2010-03-01 23:30:00,0,6.9,3.7,412.2445795
2010-03-02 00:30:00,0,6.8,4.0,396.341964
2010-03-02 01:30:00,0,6.8,2.2,388.8821581
2010-03-02 02:30:00,0,6.7,6.5,388.2298845
2010-03-02 03:30:00,0,6.7,4.7,388.0966737
2010-03-02 04:30:00,0,6.8,5.0,388.5652083
2010-03-02 05:30:00,0,6.8,5.0,390.7471096
2010-03-02 06:30:00,14,6.7,4.0,403.7099002
2010-03-02 07:30:00,54,6.8,4.0,429.4333685
2010-03-02 08:30:00,91,6.9,3.0,449.23125210000006
2010-03-02 09:30:00,119,7.0,4.0,463.6777357
2010-03-02 10:30:00,135,7.4,6.0,464.288668
2010-03-02 11:30:00,137,7.5,6.0,461.7668494
2010-03-02 12:30:00,126,7.6,7.0,453.0805854
2010-03-02 13:30:00,102,7.8,7.0,445.064969
2010-03-02 14:30:00,68,8.2,6.0,436.4981353
2010-03-02 15:30:00,28,8.7,5.0,432.01949580000013
2010-03-02 16:30:00,0,8.6,6.0,437.8578044
2010-03-02 17:30:00,0,8.3,7.0,462.736073
2010-03-02 18:30:00,0,8.3,6.0,468.5560077
2010-03-02 19:30:00,0,8.2,5.0,446.31439460000007
2010-03-02 20:30:00,0,8.2,7.0,434.8536708
2010-03-02 21:30:00,0,8.0,7.3,428.1242277
2010-03-02 22:30:00,0,8.0,8.7,412.8646988
2010-03-02 23:30:00,0,8.0,10.1,383.3929538
2010-03-03 00:30:00,0,8.0,9.5,368.009401
2010-03-03 01:30:00,0,8.0,10.8,359.89272810000006
2010-03-03 02:30:00,0,8.0,11.2,358.2804178
2010-03-03 03:30:00,0,7.2,10.6,353.5077958
2010-03-03 04:30:00,0,7.2,9.0,351.95060730000006
2010-03-03 05:30:00,0,6.9,8.0,348.7122063
2010-03-03 06:30:00,15,6.8,8.0,353.2735285
2010-03-03 07:30:00,56,7.0,8.0,375.6299785
2010-03-03 08:30:00,93,6.6,5.0,397.8026895
2010-03-03 09:30:00,121,6.2,4.0,423.4205078
2010-03-03 10:30:00,136,6.2,5.0,443.1908306
2010-03-03 11:30:00,263,7.2,7.0,446.0250056
2010-03-03 12:30:00,242,6.6,7.0,440.2372252
2010-03-03 13:30:00,104,6.5,6.0,434.2657058
2010-03-03 14:30:00,70,6.5,6.0,418.1380098
2010-03-03 15:30:00,29,6.4,4.0,408.2895963
2010-03-03 16:30:00,0,6.3,4.0,414.9914785
2010-03-03 17:30:00,0,6.4,4.0,442.1618918
2010-03-03 18:30:00,0,5.9,6.0,452.382377
2010-03-03 19:30:00,0,5.7,5.0,438.3584933
2010-03-03 20:30:00,0,5.3,5.0,432.7177042
2010-03-03 21:30:00,0,4.9,3.8,431.3672221
2010-03-03 22:30:00,0,4.6,4.7,404.46323039999993
2010-03-03 23:30:00,0,4.6,4.6,386.0571701
2010-03-04 00:30:00,0,4.2,4.5,373.7099053
2010-03-04 01:30:00,0,4.0,4.3,376.3833086
2010-03-04 02:30:00,0,3.9,4.2,371.7025561
2010-03-04 03:30:00,0,3.5,5.1,378.160984
2010-03-04 04:30:00,0,3.6,4.0,395.8366815
2010-03-04 05:30:00,0,3.5,4.0,461.1696975
2010-03-04 06:30:00,17,3.1,5.0,494.4540281
2010-03-04 07:30:00,58,3.3,5.0,500.0764433
2010-03-04 08:30:00,95,3.5,6.0,500.65522130000005
2010-03-04 09:30:00,122,4.4,6.0,520.7976156999998
2010-03-04 10:30:00,261,4.9,7.0,536.0203967
2010-03-04 11:30:00,265,5.6,5.0,534.3897126
2010-03-04 12:30:00,245,5.5,6.0,526.401657
2010-03-04 13:30:00,105,5.2,5.0,508.3998227
2010-03-04 14:30:00,71,4.5,5.0,497.7659246
2010-03-04 15:30:00,30,4.0,4.0,487.049344
2010-03-04 16:30:00,0,3.8,3.0,493.2826916
2010-03-04 17:30:00,0,3.7,4.0,516.0755219
2010-03-04 18:30:00,0,3.5,3.0,529.92026
2010-03-04 19:30:00,0,3.0,4.0,500.517417
2010-03-04 20:30:00,0,2.8,4.0,484.3300059
2010-03-04 21:30:00,0,2.7,4.1,459.7043785
2010-03-04 22:30:00,0,2.3,2.2,420.9308435
2010-03-04 23:30:00,0,2.2,3.3,401.2799512
2010-03-05 00:30:00,0,2.0,3.5,391.93682
2010-03-05 01:30:00,0,1.8,3.6,393.3010825
2010-03-05 02:30:00,0,1.8,2.7,400.3061342
2010-03-05 03:30:00,0,1.7,2.8,407.9450855
2010-03-05 04:30:00,0,1.7,3.0,425.6253765
2010-03-05 05:30:00,0,1.5,2.0,479.8881142
2010-03-05 06:30:00,18,1.6,3.0,504.2151656
2010-03-05 07:30:00,59,2.0,4.0,504.85365880000006
2010-03-05 08:30:00,97,2.1,3.0,503.93037010000006
2010-03-05 09:30:00,124,2.6,4.0,517.9818146000001
2010-03-05 10:30:00,265,3.5,4.0,532.543135
2010-03-05 11:30:00,142,4.1,5.0,527.4030349
2010-03-05 12:30:00,247,4.0,6.0,521.5785066999998
2010-03-05 13:30:00,202,3.9,5.0,507.0217797
2010-03-05 14:30:00,138,3.7,5.0,500.46688880000005
2010-03-05 15:30:00,32,2.5,5.0,486.0433726
2010-03-05 16:30:00,0,2.3,4.0,490.64603610000006
2010-03-05 17:30:00,0,2.1,4.0,515.5702394
2010-03-05 18:30:00,0,1.0,4.0,523.5491081
2010-03-05 19:30:00,0,0.7,3.0,270.0
2010-03-05 20:30:00,0,0.7,3.0,476.9574762
2010-03-05 21:30:00,0,0.3,3.7,452.2996944
2010-03-05 22:30:00,0,0.3,4.5,421.1099891
2010-03-05 23:30:00,0,0.0,3.2,394.3107681
2010-03-06 00:30:00,0,0.1,4.0,418.4457728
2010-03-06 01:30:00,0,0.0,3.7,432.3882837
2010-03-06 02:30:00,0,0.0,3.5,430.2165742
2010-03-06 03:30:00,0,0.1,2.2,418.44403230000006
2010-03-06 04:30:00,0,0.2,3.0,401.0042708
2010-03-06 05:30:00,0,-0.1,4.0,367.3367932
2010-03-06 06:30:00,20,-0.1,3.0,338.4965434
2010-03-06 07:30:00,61,-0.1,2.0,327.3315426000001
2010-03-06 08:30:00,98,0.1,2.0,321.8780991000001
2010-03-06 09:30:00,238,0.8,4.0,316.557557
2010-03-06 10:30:00,465,2.1,4.0,315.5374776999999
2010-03-06 11:30:00,271,2.8,5.0,315.27626410000005
2010-03-06 12:30:00,336,2.3,7.0,316.019241
2010-03-06 13:30:00,375,3.4,7.0,318.3652918
2010-03-06 14:30:00,256,3.4,6.0,327.7832958
2010-03-06 15:30:00,62,2.6,5.0,336.411123
2010-03-06 16:30:00,0,2.1,3.0,341.7075764
2010-03-06 17:30:00,0,0.6,4.0,333.9647335
2010-03-06 18:30:00,0,0.6,3.0,324.7477525
2010-03-06 19:30:00,0,0.4,3.0,335.6246427
2010-03-06 20:30:00,0,0.3,4.0,349.977265
2010-03-06 21:30:00,0,0.2,3.8,362.6983867
2010-03-06 22:30:00,0,-0.3,4.7,388.1333407
2010-03-06 23:30:00,0,-0.4,4.6,401.5417793
2010-03-07 00:30:00,0,-0.6,4.5,396.7048486
2010-03-07 01:30:00,0,-1.2,4.3,394.2243713
2010-03-07 02:30:00,0,-1.4,4.2,398.183948
2010-03-07 03:30:00,0,-1.5,4.1,407.9772399
2010-03-07 04:30:00,0,-1.6,4.0,427.0539477
2010-03-07 05:30:00,0,-1.7,5.0,475.8596353
2010-03-07 06:30:00,40,-1.4,5.0,509.68140260000007
2010-03-07 07:30:00,119,-1.5,4.0,520.8986722
2010-03-07 08:30:00,190,-1.1,5.0,519.5711575
2010-03-07 09:30:00,242,-1.1,4.0,528.0874629
2010-03-07 10:30:00,271,-0.1,4.0,530.3842011
2010-03-07 11:30:00,275,0.6,4.0,531.5830985
2010-03-07 12:30:00,340,0.2,6.0,531.3350507
2010-03-07 13:30:00,329,1.3,8.0,520.1269681
2010-03-07 14:30:00,226,1.5,7.0,516.2868218
2010-03-07 15:30:00,102,1.2,6.0,506.9804384
2010-03-07 16:30:00,1,0.7,4.0,504.5642698
2010-03-07 17:30:00,0,0.4,4.0,527.0355567
2010-03-07 18:30:00,0,-0.5,4.0,528.4090062
2010-03-07 19:30:00,0,-0.5,5.0,500.0167281
2010-03-07 20:30:00,0,-0.7,5.0,480.1499423
2010-03-07 21:30:00,0,-0.7,4.8,458.07828780000006
2010-03-07 22:30:00,0,-0.7,4.7,437.8532109
2010-03-07 23:30:00,0,-0.7,3.6,416.2776519
2010-03-08 00:30:00,0,-0.7,2.5,402.9427897
2010-03-08 01:30:00,0,-0.6,2.3,398.9556521
2010-03-08 02:30:00,0,-0.6,4.2,403.4756329
2010-03-08 03:30:00,0,-0.7,4.1,413.1403074
2010-03-08 04:30:00,0,-0.2,4.0,427.46736060000006
2010-03-08 05:30:00,0,-0.3,3.0,470.8803068
2010-03-08 06:30:00,22,-0.2,4.0,495.3635364
2010-03-08 07:30:00,65,-0.2,4.0,508.9556333
2010-03-08 08:30:00,102,-0.2,4.0,514.5642680999998
2010-03-08 09:30:00,245,0.0,4.0,527.1458002
2010-03-08 10:30:00,145,0.5,4.0,538.7810761
2010-03-08 11:30:00,483,1.2,4.0,534.3070299999998
2010-03-08 12:30:00,406,2.4,4.0,531.087003
2010-03-08 13:30:00,211,3.0,4.0,514.9822745
2010-03-08 14:30:00,145,3.1,5.0,504.7480089
2010-03-08 15:30:00,35,2.7,5.0,495.8596319
2010-03-08 16:30:00,1,2.3,7.0,496.7369859
2010-03-08 17:30:00,0,1.0,6.0,509.3460788
2010-03-08 18:30:00,0,0.2,7.0,509.7181504
2010-03-08 19:30:00,0,0.0,7.0,482.34562410000007
2010-03-08 20:30:00,0,0.0,6.0,463.6777357
2010-03-08 21:30:00,0,0.0,6.2,440.7838489
2010-03-08 22:30:00,0,-0.1,6.5,422.795795
2010-03-08 23:30:00,0,-0.1,6.7,401.220236
2010-03-09 00:30:00,0,0.0,7.0,387.3387501
2010-03-09 01:30:00,0,0.0,6.2,375.5794503
2010-03-09 02:30:00,0,0.1,6.5,377.3433452
2010-03-09 03:30:00,0,0.5,6.7,378.08289489999987
2010-03-09 04:30:00,0,1.4,6.0,380.310731
2010-03-09 05:30:00,0,1.4,5.0,383.8063666000001
2010-03-09 06:30:00,24,1.5,3.0,400.6276775
2010-03-09 07:30:00,66,1.6,2.0,423.0668101
2010-03-09 08:30:00,103,2.0,2.0,442.06083539999986
2010-03-09 09:30:00,131,2.5,2.0,464.7847635
2010-03-09 10:30:00,146,3.1,3.0,480.6506313
2010-03-09 11:30:00,148,4.0,4.0,483.4296845
2010-03-09 12:30:00,137,4.3,2.0,471.37180880000005
2010-03-09 13:30:00,113,4.2,1.0,447.6740636
2010-03-09 14:30:00,78,4.1,1.0,434.6102165
2010-03-09 15:30:00,37,4.5,2.0,423.75583160000014
2010-03-09 16:30:00,2,4.1,2.0,431.7301067
2010-03-09 17:30:00,0,3.1,2.0,450.1729148
2010-03-09 18:30:00,0,2.9,2.2,451.022708
2010-03-09 19:30:00,0,2.4,2.3,429.6951967
2010-03-09 20:30:00,0,2.0,2.1,424.1141227
2010-03-09 21:30:00,0,1.1,2.0,413.0162836
2010-03-09 22:30:00,0,0.0,1.8,392.7636458
2010-03-09 23:30:00,0,-1.3,1.8,373.1311273
2010-03-10 00:30:00,0,-2.3,1.7,360.86654510000005
2010-03-10 01:30:00,0,-3.2,1.7,359.96163019999995
2010-03-10 02:30:00,0,-3.4,1.5,360.6139039
2010-03-10 03:30:00,0,-3.1,1.7,362.4788553
2010-03-10 04:30:00,0,-3.3,1.0,363.5812897
2010-03-10 05:30:00,0,-3.0,2.0,356.1352643
2010-03-10 06:30:00,84,-2.4,2.0,363.9625482
2010-03-10 07:30:00,129,-1.5,2.0,387.260661
2010-03-10 08:30:00,268,-1.0,2.0,416.0801324
2010-03-10 09:30:00,437,0.9,2.0,437.8394305
2010-03-10 10:30:00,444,2.0,4.0,461.6749799
2010-03-10 11:30:00,493,3.1,3.0,468.491699
2010-03-10 12:30:00,456,3.6,3.0,453.9349721
2010-03-10 13:30:00,376,4.0,3.0,447.2514638
2010-03-10 14:30:00,275,4.1,2.0,439.888121
2010-03-10 15:30:00,131,4.1,3.0,432.9381911
2010-03-10 16:30:00,6,3.3,3.0,436.6451266
2010-03-10 17:30:00,0,1.8,2.0,446.5991901
2010-03-10 18:30:00,0,0.7,2.0,451.35343830000005
2010-03-10 19:30:00,0,0.3,2.0,433.3653844
2010-03-10 20:30:00,0,-0.3,2.0,270.0
2010-03-10 21:30:00,0,-0.7,2.9,428.8637774
2010-03-10 22:30:00,0,-0.6,3.3,408.9969917
2010-03-10 23:30:00,0,-0.9,6.2,392.2813307
2010-03-11 00:30:00,0,-0.7,7.1,390.6230857
2010-03-11 01:30:00,0,-1.2,7.5,389.2863841
2010-03-11 02:30:00,0,-1.3,5.9,392.2859242
2010-03-11 03:30:00,0,-1.5,6.8,397.2928136
2010-03-11 04:30:00,0,-1.7,6.0,416.8656169
2010-03-11 05:30:00,0,-1.9,7.0,468.7581206
2010-03-11 06:30:00,51,-1.6,8.0,507.1044623
2010-03-11 07:30:00,132,-0.7,7.0,525.4875552
2010-03-11 08:30:00,202,0.1,9.0,529.8192035000002
2010-03-11 09:30:00,254,0.3,8.0,538.2803872000002
2010-03-11 10:30:00,284,0.7,8.0,545.7631602999999
2010-03-11 11:30:00,287,1.7,7.0,543.0300417999998
2010-03-11 12:30:00,265,2.7,7.0,543.6547546
2010-03-11 13:30:00,219,3.7,6.0,537.4351875
2010-03-11 14:30:00,81,3.1,7.0,536.6129552
2010-03-11 15:30:00,74,2.8,5.0,526.3235679
2010-03-11 16:30:00,3,2.3,4.0,524.1646339
2010-03-11 17:30:00,0,1.9,4.0,534.1186974999998
2010-03-11 18:30:00,0,1.6,3.0,542.4926051
2010-03-11 19:30:00,0,1.4,2.0,523.4756125
2010-03-11 20:30:00,0,1.1,1.0,507.2698275
2010-03-11 21:30:00,0,0.9,1.1,480.5725422
2010-03-11 22:30:00,0,0.6,1.2,454.426474
2010-03-11 23:30:00,0,-0.3,0.3,428.7810948
2010-03-12 00:30:00,0,-0.5,0.0,420.64604800000006
2010-03-12 01:30:00,0,-0.7,0.0,414.3805461
2010-03-12 02:30:00,0,-0.6,0.2,415.2992414
2010-03-12 03:30:00,0,-0.7,0.3,421.3672238
2010-03-12 04:30:00,0,-0.9,1.0,436.7875244
2010-03-12 05:30:00,0,-0.8,2.0,485.46459460000005
2010-03-12 06:30:00,29,-0.7,1.0,512.4604558999998
2010-03-12 07:30:00,71,-0.6,2.0,531.279929
2010-03-12 08:30:00,109,-0.4,2.0,538.5881501
2010-03-12 09:30:00,136,-0.2,3.0,547.2009185
2010-03-12 10:30:00,286,1.2,4.0,559.9570027000002
2010-03-12 11:30:00,290,2.7,4.0,560.4944393999998
2010-03-12 12:30:00,268,1.4,3.0,552.0516296
2010-03-12 13:30:00,298,0.5,2.0,546.5807992
2010-03-12 14:30:00,156,2.0,3.0,538.9372543
2010-03-12 15:30:00,76,1.9,3.0,521.4912306
2010-03-12 16:30:00,4,0.6,2.0,519.3047358
2010-03-12 17:30:00,0,-0.1,2.0,536.456777
2010-03-12 18:30:00,0,-0.9,1.0,547.88994
2010-03-12 19:30:00,0,-1.6,2.0,522.198626
2010-03-12 20:30:00,0,-2.3,1.0,502.869277
2010-03-12 21:30:00,0,-2.7,0.8,481.6474157
2010-03-12 22:30:00,0,-2.9,1.2,449.8054367
2010-03-12 23:30:00,0,-3.5,2.2,429.1991012
2010-03-13 00:30:00,0,-4.0,2.1,416.2684649
2010-03-13 01:30:00,0,-4.1,1.9,410.8986909
2010-03-13 02:30:00,0,-4.2,1.2,412.1894578
2010-03-13 03:30:00,0,-3.9,1.7,417.5362644
2010-03-13 04:30:00,0,-3.6,1.0,432.947378
2010-03-13 05:30:00,0,-2.9,1.0,485.3130099
2010-03-13 06:30:00,58,-2.5,1.0,510.77005650000007
2010-03-13 07:30:00,138,-2.2,1.0,518.5146579
2010-03-13 08:30:00,209,-0.7,2.0,520.7195266
2010-03-13 09:30:00,413,-0.4,1.0,523.0438257000002
2010-03-13 10:30:00,390,0.4,3.0,527.6051478
2010-03-13 11:30:00,293,1.6,3.0,528.0323411
2010-03-13 12:30:00,143,2.1,2.0,527.0585241
2010-03-13 13:30:00,119,2.8,3.0,519.6354661
2010-03-13 14:30:00,84,2.8,3.0,514.1692291
2010-03-13 15:30:00,42,2.5,2.0,501.71631439999993
2010-03-13 16:30:00,3,1.3,2.0,502.5385467
2010-03-13 17:30:00,0,1.1,2.0,517.0125911
2010-03-13 18:30:00,0,0.7,2.0,530.6276553
